"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3765052";"";"0";"480.51";"0";"4.74";"45";"COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(SC(F)(F)F)cc4)CC3)oc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL26260";"BETA-NAPHTHOFLAVONE";"0";"272.30";"0";"4.61";"26";"O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12";"IC50";"'='";"8320.0";"nM";"5.08";"";"";"UO_0000065";"18.66";"0.33";"0.47";"16.82";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL4176826";"";"0";"430.46";"1";"5.75";"23";"CCOc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OCC";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"15.51";"0.29";"0.93";"6.72";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4171781";"";"0";"387.44";"1";"5.07";"59";"COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1";"IC50";"'='";"365.0";"nM";"6.44";"";"";"UO_0000065";"16.62";"0.30";"1.37";"9.83";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4069582";"";"0";"358.36";"0";"4.65";"51";"O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O";"IC50";"'='";"81.1";"nM";"7.09";"";"";"UO_0000065";"19.79";"0.36";"2.44";"7.01";"False";"CHEMBL4015695";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014315";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL3745801";"";"0";"369.47";"0";"2.84";"14C";"COc1cc2[nH]c3c(c2cc1C)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3748966";"Inhibition of BCRP in human Caco2 cells using 3H-Estron-3-sulfate as substrate measured at 30 to 120 mins by microplate scintillation and luminescence counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Caco-2";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745690";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3307519"
"CHEMBL3805257";"";"0";"448.57";"0";"4.55";"14";"N#Cc1c2n(c3c(N4CCN(C(c5ccccc5)c5ccccc5)CC4)ncnc13)CCCC2";"IC50";"'='";"14300.0";"nM";"4.84";"";"";"UO_0000065";"10.80";"0.19";"0.29";"7.94";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3806039";"";"0";"358.45";"0";"2.97";"15";"N#Cc1c2n(c3c(N4CCN(c5ccccc5)CC4)ncnc13)CCCC2";"IC50";"'='";"5910.0";"nM";"5.23";"";"";"UO_0000065";"14.59";"0.26";"2.26";"8.57";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3806106";"";"0";"394.48";"0";"3.61";"32";"N#Cc1cn(-c2ccccc2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3806254";"";"0";"450.59";"0";"4.30";"37";"N#Cc1cn(CCCc2ccccc2)c2c(N3CCN(CCc4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3805970";"";"0";"510.73";"2";"6.96";"23";"N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12";"IC50";"'='";"4680.0";"nM";"5.33";"";"";"UO_0000065";"10.44";"0.19";"-1.63";"8.74";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3805076";"";"0";"422.54";"0";"3.87";"36";"N#Cc1cn(CCc2ccccc2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4167604";"";"0";"410.36";"1";"5.97";"30";"O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1";"IC50";"'='";"59.6";"nM";"7.22";"";"";"UO_0000065";"17.61";"0.33";"1.25";"8.92";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL3884305";"";"0";"415.45";"0";"3.99";"21";"CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1";"IC50";"'='";"793.0";"nM";"6.10";"";"";"UO_0000065";"14.68";"0.27";"2.11";"6.69";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3885424";"";"0";"545.64";"2";"6.71";"24b";"CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC(=O)c4ccc(CCC)cc4)cc3)n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3810065";"";"0";"517.59";"2";"6.96";"26";"COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)c1";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"12.57";"0.23";"-0.45";"7.88";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4212309";"";"0";"342.36";"0";"2.98";"32";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccnc1";"IC50";"'='";"445.0";"nM";"6.35";"";"";"UO_0000065";"18.55";"0.33";"3.37";"7.42";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4167856";"";"0";"470.41";"1";"5.98";"33";"COc1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)cc1OC";"IC50";"'='";"30.2";"nM";"7.52";"";"";"UO_0000065";"15.99";"0.30";"1.54";"7.56";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL117";"CHRYSIN";"0";"254.24";"0";"2.87";"10";"O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"21.97";"0.40";"2.72";"7.90";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL3884145";"";"0";"399.45";"0";"4.08";"24c";"CCCc1ccc(C(=O)Oc2ccc(-n3nnc(-c4ccccc4N)n3)cc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3885031";"";"0";"413.48";"0";"4.71";"8";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1";"IC50";"'='";"131.0";"nM";"6.88";"";"";"UO_0000065";"16.65";"0.30";"2.17";"8.40";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883389";"";"0";"386.37";"0";"3.49";"29";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-]";"IC50";"'='";"458.0";"nM";"6.34";"";"";"UO_0000065";"16.41";"0.30";"2.85";"5.47";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL428402";"";"0";"526.64";"2";"6.34";"XR9577";"O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1";"IC50";"'='";"741.0";"nM";"6.13";"";"";"UO_0000065";"11.64";"0.21";"-0.21";"8.25";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL4090505";"";"0";"328.38";"0";"4.44";"21";"COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1";"IC50";"'='";"558.0";"nM";"6.25";"";"";"UO_0000065";"19.04";"0.34";"1.81";"10.43";"False";"CHEMBL4015695";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014315";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL1194993";"";"0";"297.36";"1";"5.04";"1";"c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1";"IC50";"'='";"2570.0";"nM";"5.59";"";"";"UO_0000065";"18.80";"0.33";"0.55";"14.78";"False";"CHEMBL2162314";"Inhibition of human BCRP expressed in MDCK2 cells preincubated for 30 mins prior to Hoechst 33342 addition measured every 60 secs up to 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157920";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3308862"
"CHEMBL488910";"";"0";"469.58";"0";"3.64";"Ko143";"COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"14.10";"0.27";"2.98";"6.57";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL1685067";"STROBOPININ-7-METHYLETHER";"0";"284.31";"0";"3.42";"5";"COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"18.68";"0.35";"1.89";"9.52";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL4083745";"";"0";"344.37";"0";"4.15";"30";"COc1cccc(-c2nc(Nc3cccc(O)c3)c3cccnc3n2)c1";"IC50";"'='";"963.0";"nM";"6.02";"";"";"UO_0000065";"17.47";"0.32";"1.87";"7.51";"False";"CHEMBL4048736";"Inhibition of human ABCG2 expressed in MDCK2 cells assessed as increase in accumulation of Hoechst 33342 preincubated for 30 mins followed by Hoechst 33342 addition measured every 60 secs for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043291";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL348475";"TARIQUIDAR";"3";"646.74";"2";"6.37";"XR-9576";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"IC50";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"9.32";"0.17";"-0.34";"5.42";"False";"CHEMBL1687393";"Inhibition of BCRP expressed in MDCK cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308370"
"CHEMBL4073213";"";"0";"353.39";"0";"4.32";"29";"COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cccnc3n2)c1";"IC50";"'='";"876.0";"nM";"6.06";"";"";"UO_0000065";"17.14";"0.31";"1.74";"7.24";"False";"CHEMBL4048736";"Inhibition of human ABCG2 expressed in MDCK2 cells assessed as increase in accumulation of Hoechst 33342 preincubated for 30 mins followed by Hoechst 33342 addition measured every 60 secs for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043291";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4088022";"";"0";"322.37";"0";"4.91";"50";"N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1";"IC50";"'='";"71.4";"nM";"7.15";"";"";"UO_0000065";"22.17";"0.39";"2.24";"11.60";"False";"CHEMBL4015695";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014315";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4077318";"";"0";"316.34";"0";"4.57";"24";"Fc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1";"IC50";"'='";"164.0";"nM";"6.79";"";"";"UO_0000065";"21.45";"0.39";"2.22";"13.38";"False";"CHEMBL4048736";"Inhibition of human ABCG2 expressed in MDCK2 cells assessed as increase in accumulation of Hoechst 33342 preincubated for 30 mins followed by Hoechst 33342 addition measured every 60 secs for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043291";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL1525298";"DIETHYLSTILBESTROL DIPROPIONATE";"0";"380.48";"1";"6.05";"Diethylstilbestrol dipropionate";"CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1";"IC50";"'>'";"3000.0";"nM";"";"";"inhibitor [IC50>3uM]";"UO_0000065";"";"";"";"";"False";"CHEMBL2077080";"TP_TRANSPORTER: drug resistance(Mitoxantrone) in BCRP-expressing K562 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"K562";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2074130";"18";"TP-search Transporter Database";"Mol. Cancer Ther.";"2003";"CHEMBL3308378"
"CHEMBL4172412";"";"0";"492.50";"1";"5.60";"49";"COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)c1";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"12.06";"0.22";"0.34";"4.49";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4202709";"";"0";"402.41";"0";"2.99";"43";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)nc3)n2)cc1";"IC50";"'='";"61.6";"nM";"7.21";"";"";"UO_0000065";"17.92";"0.33";"4.22";"6.93";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
